VNUM	LOCALE_NAME
1105	Homme de glace furieux
1106	Yéti
1107	Golem de glace
1131	Glaçon d'enfer
1132	Baleine de glace d'enfer
1133	Insecte de glace d'enfer
1134	Lion de glace d'enfer
1135	Homme de glace d'enfer
1136	Yéti d'enfer
1137	Golem de glace d'enfer
1151	Diable de glace
1152	Baleine tueuse à corne
1153	Insecte de glace
1154	Seol-Gu
1155	Homme de glace
1156	Géant de glace
1157	Golem de glace
1171	Glace enchantée moyenne
1172	Baleine tueuse moyenne
1173	Insecte de glace moyen
1174	Lion de glace moyen
1175	Homme de glace méchant
1176	Yéti moyen
1177	Golem de glace moyen
1191	Sorcière de glace
1192	Grande Sorcière de glace
1301	Soldat gren. arboricole
1302	Chef gren. arboricole
1303	Croque-mitaine
1304	Esprit du Tigre jaune
1305	Gal Grenouille-taureau
1306	Esprit Tigre jaune élite
1307	Esprit Tigre jaune élite
1308	Esprit Tigre jaune élite
1309	Esprit Tigre jaune élite
1310	Esprit Tigre jaune élite
1331	Gr. soldat gren. arbori.
1332	Gr. chef gren. arbori.
1333	Croque-mitaine géant
1334	Gd Esprit du Tigre jaune
1335	Gal Grenouille-taureau
1401	Destructeur
1402	Berserker
1403	Millier Combattant
1501	Golem de pierre
1502	Golem de Pierre
1503	Golem Géant de Pierre
1601	Ogre Guerrier
1602	Ogre Boucher
1603	Ogre Berserker
1901	Neuf-Queues
1902	Neuf-Queues d'élite
1903	Neuf-Queues d'élite
1904	Neuf-Queues d'élite
1905	Neuf-Queues d'élite
1906	Neuf-Queues d'élite
2001	Jeune Araignée
2002	Araignée venimeuse
2003	Araignée rouge venimeuse
2004	Araignée à griffes
2005	Soldat Araignée
2031	Jeune Araignée venimeuse
2032	Araignée mortelle
2033	Arai Rge Venim Furieuse
2034	Araignée à griffes
2035	Soldat Araignée venim.
2036	Soldat Araignée élite
2051	Jeune venimeuse
2052	Araignée venimeuse
2053	Araignée rouge
2054	Araignée griffue
2055	Soldat Araignée mortelle
2061	Jeune Araignée venimeuse
2062	Araignée venimeuse
2063	Araignée rouge venimeuse
2064	Araignée venim. griffue
2065	Soldat Araignée venim.
2071	Jeune Araignée bestiale
2072	Araig, mortelle bestiale
2073	Araignée rouge bestiale
2074	Araignée grif. bestiale
2075	Soldat Araignée bestiale
2076	Forte Araignée bestiale
2091	Reine araignée
2092	Baronne araignée
2093	Reine Araignée élite
2094	Baron araignée
2095	Oeuf d'araignée
2101	Renard
2102	Œil Volant
2103	Roi scorpion
2104	Jeune homme scorpion
2105	Archer scorpion
2106	Épéiste serpent
2107	Archer serpent
2108	Hors la loi du Désert
2131	Homme scorpion bestial
2132	Archer scorpion
2133	Épéiste serpent
2134	Archer serpent
2135	hors la loi du désert
2151	Fort renard du désert
2152	Fort dervish
2153	Fort roi scorpion
2154	Fort homme scorpion
2155	Fort Archer scorpion
2156	Fort épéiste serpent
2157	Fort Archer serpent
2158	Fort bandit du désert
2191	Tortue des sables Géante
2192	Tortue Géante élite
2201	Tigre minion Combattant
2202	Esprit flamme
2203	Tigre de combat
2204	Flamme
2205	Guerrier flamme
2206	Roi flamme
2207	Roi flamme d'élite
2231	Fort Tigre Combattant
2232	Fort esprit flamme
2233	Fort Combattant Tigre
2234	Fort Esprit des flammes
2235	Fort guerrier flamme
2291	Dragon rouge
2301	Arbre fantôme
2302	Esprit de la souche
2303	Dryade
2304	Esprit du saule pleureur
2305	Arbre maléfique
2306	Esprit d'arbre Géant
2307	Seigneur Esprit d'arbre
2311	Esprit rouge de l'arbre
2312	Esprit rge de la souche
2313	Dryade rouge
2314	Saule pleureur rouge
2315	Arbre maléfique rouge
2401	Guerrier Setaou
2402	Chasseur Setaou
2403	Voyante Setaou
2404	Commandant Setaou
2411	Soldat Setaou
2412	Archer Setaou
2413	Maîtresse Setaou
2414	Chef Setaou
2415	Chef Setaou
2431	Guerrier Setaou
2432	Chasseur Setaou
2433	Voyante Setaou
2434	Commandant Setaou
2451	Soldat Setaou
2452	Archer Setaou
2453	Maîtresse Setaou
2454	Chef Setaou
2491	Capitaine Yonghan
2492	Général Yonghan
2493	Beran-Setaou
2494	Capitaine Huashin
2495	Général Huashin
2501	Méduse infernale
2502	Chien infernal
2503	Zombie
2504	Officier infernal
2505	Garde infernal
2506	Archer bicéphernal
2507	Griffeur infernal
2508	Guerrier infernal
2509	Archer infernal
2510	Lancier infernal
2511	Prêtre infernal
2512	Major infernal
2513	Boucher infernal
2514	Général infernal
2541	Guerrier infernal féroce
2542	Archer infernal féroce
2543	Lancier infernal féroce
2544	Prêtre infernal féroce
2545	Major infernal féroce
2546	Boucher infernal féroce
2547	Général infernal féroce
2591	Tartare
2592	Bâtard infernal
2593	Bâtard infernal
2594	Bâtard infernal
2595	Érèbe
2596	Engeance d'Azraël
2597	Charon
2598	Azraël
3001	Combattant gnoll
3002	Archer gnoll
3003	Défenseur gnoll
3004	Magicien gnoll
3005	Général gnoll
3090	Seigneur gnoll
3091	Garde gnoll suprême
3101	Casseur N'a-qu'un-œil
3102	Soldat cyclope
3103	Magicien cyclope
3104	Bourreau cyclope
3105	Général Outis
3190	Argès
3191	Polyphème
3201	Combattant manticore
3202	Soldat manticore
3203	Mage manticore
3204	Bourreau manticore
3205	Général core
3290	Rakshasa
3291	Martyaxwar
3301	Combattant lémure
3302	Soldat lémure
3303	Magicien lémure
3304	Bourreau lémure
3305	Général lémure
3390	Prince lémure
3391	Garde du corps lémure
3401	Murène tritonique
3402	Soldat requin
3403	Magicien tritonique
3404	Chasseur tritonique
3405	Éventreur tritonique
3490	Général kappa
3491	Triton
3501	Voleur rouge amazone
3502	Voleur rouge assassin
3503	Voleur rouge magicien
3504	Voleur rouge bourreau
3505	Général noir
3551	Voleur rge amaz. brutal
3552	Voleur rge assas. brutal
3553	Voleur rge mage brutal
3554	Voleur rge bourr. brutal
3555	Général blanc
3590	Face d'os
3591	Chef rouge
3595	Face d'os brutal
3596	Chef rouge brutal
3601	Guerrier crabe
3602	Archer scorpionique
3603	Soldat crevette
3604	Ermite diabolique
3605	Crabe cuirassé
3690	Général homard
3691	Roi des crabes
3701	Croqueur géant
3702	Tueur géant
3703	Magicien géant
3704	Bigéant
3705	Capitaine Crochet
3790	Gargouille
3791	Roi Wobba
3801	Bourrogre
3802	Archie l'Orgre
3803	Ogre de bataille
3804	Ogre magicien
3805	Général ogre
3890	Capitaine Shrouk
3891	Le gros ogre
3901	Tréant
3902	Eoten
3903	Skouman
3904	Capitaine crochet
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	Général Albus
3910	Squelettos
3911	Aku-Boku
3912	Arboretris
3913	Sycomore
5001	Pirate Tanaka
5002	Hae-Tae
5003	Singe
5004	Pirate Tanaka
5101	Faible Singe Soldat
5102	Faible Singe lanceur
5103	Faible Singe Combattant
5104	Faible Singe général
5111	Singe Soldat
5112	Singe lanceur
5113	Singe Combattant
5114	Singe général
5115	Singe de pierre
5116	Chef Singe
5121	Fort Singe Soldat
5122	Fort Singe lanceur
5123	Fort Singe Combattant
5124	Fort Singe général
5125	Fort Singe de pierre
5126	Fort Singe d'or
5127	Fort Singe Chef
5131	P. Singe Soldat ingén.
5132	P.Singe lanceur ingén.
5133	P.Singe Combat. ingén.
5134	P.Singe gal ingénieux
5141	P.Singe Soldat ingén.
5142	P.Singe lanceur ingén.
5143	P.Singe Combat. ingén.
5144	P.Singe Gal ingénieux
5145	P.Singe de pierre ingén.
5146	P.Singe Chef ingén.
5151	Puis. Singe mal. Soldat
5152	Puis. Singe mal. lanceur
5153	Puis. Singe mal. Combat.
5154	Puis. Singe mal.général
5155	Puis.Singe mal.de pierre
5156	Puis. Singe mal. d'Or
5157	Puis. Singe mal. Chef
5161	Singe de pierre
5162	Singe qui marche
5163	seigneur Singe
5201	Chien errant
5202	Sanglier
5203	Sanglier rouge
5204	Ours
5205	Ours brun
5206	Ours noir
5207	Ours brun affamé
5208	Tigre
5209	Tigre blanc
6001	Esprit flamme ardent
6002	Tigre flamme ardent
6003	Flamme ardente
6004	Guerrier flamme ardent
6005	Roi flamme ardent
6006	Troll flamme ardent
6007	Barbeflamme ardent
6008	Général flamme ardent
6009	Prince flamme ardent
6051	Ignator
6091	Razador
6101	Cristal gelé
6102	Insecte algide
6103	Homme algide
6104	Yéti algide
6105	Golem algide
6106	Troll algide
6107	Barbegel
6108	Général algide
6109	Seigneur algide
6110	Yeti de magma
6111	Golem de magma
6112	Insecte de magma
6113	Homme magmatique
6114	Cristal de magma
6115	Wyverne de magma
6116	Idall, garde du dragon
6117	Sbire d'Idall
6118	Statue de dragon
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Meley, reine des dragons
6301	Combattant Ochao
6302	Soldat Ochao
6303	Magicien Ochao
6304	Bourreau Ochao
6305	Général Ochao
6306	Fort Combattant Ochao
6307	Fort Soldat Ochao
6308	Fort Magicien Ochao
6309	Fort Bourreau Ochao
6310	Fort Général Ochao
6391	Prince Ochao
6392	Garde du corps Ochao
6393	Fort Prince Ochao
6394	F. Garde du corps Ochao
6401	Combattant En-Tai
6402	Guerrier En-Tai
6403	Druide En-Tai
6404	Guérisseur En-Tai
6405	Gardien En-Tai
6406	Destructeur En-Tai
6407	Seigneur En-Tai
6408	Bagjanamu
6409	Guérisseur Ochao
6410	Fort Combattant En-Tai
6411	Fort Guerrier En-Tai
6412	Fort Druide En-Tai
6413	Fort Guérisseur En-Tai
6414	Fort Destructeur En-Tai
6415	Évènement Beran-Setaou
6416	Évènement Nemere
6417	Évènement Razador
6418	Évènement Jotun Thrym
6419	Évènement dragon rouge
6420	Combattant de l'ombre
7001	Singe Soldat
7002	Singe monté
7003	Singe gimu Soldat
7004	Singe Commandant
7005	Singe de pierre
7006	Singe d'Or
7007	Singe général
7008	Tu-Gui travailleur
7009	Tu-Gui guetteur
7010	Tu-Gui Commandant blanc
7012	Bi-Ma-Gui-An
7013	roi scorpion
7014	Homme scorpion rusé
7015	Archer scorpion
7016	Épéiste Serpent
7017	Archer serpent
7018	hors la loi du désert
7019	Soldat Tu-ji
7020	Hwa-ryung
7021	Tu-Ji Rumtreiber
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Juk-Guimok Noir
7029	Diable de glace
7030	Baleine tueuse à corne
7031	Insecte de glace
7032	Seol-Gu
7033	Homme de glace
7034	Géant de glace
7035	Golem de glace
7036	Diable de glace
7037	Baleine tueuse à corne
7038	Insecte de glace
7039	Seol-Gu
7040	Homme de glace
7041	Géant de glace
7042	Golem de glace
7043	Diable de glace
7044	Baleine tueuse à corne
7045	Insecte de glace
7046	Seol-Gu
7047	Homme de glace
7048	Géant de glace
7049	Golem de glace
7050	Œil Volant
7051	Roi scorpion
7052	Jeune homme scorpion
7053	Archer scorpion
7054	Épéiste serpent
7055	Archer serpent
7056	Hors la loi du désert
7057	Œil Volant
7058	Roi scorpion
7059	Jeune homme scorpion
7060	Archer scorpion
7061	Épéiste serpent
7062	Archer serpent
7063	Hors la loi du désert
7064	Œil Volant
7065	Roi scorpion
7066	Jeune homme scorpion
7067	Archer scorpion
7068	Épéiste serpent
7069	Archer serpent
7070	Hors la loi du désert
7071	Tigre minion Combattant
7072	Esprit igné
7073	Tigres de combat
7074	Flamme
7075	Guerrier flamme
7076	Tigre minion Combattant
7077	Esprit igné
7078	Tigres de combat
7079	Flamme
7080	Guerrier flamme
7081	Tigre minion Combattant
7082	Esprit igné
7083	Tigres de combat
7084	Flamme
7085	Guerrier flamme
7086	Esprit de la souche
7087	Dryade
7088	Esprit du saule pleureur
7089	Arbre maléfique
7090	Esprit de la souche
7091	Dryade
7092	Esprit du saule pleureur
7093	Arbre maléfique
7094	Esprit de la souche
7095	Dryade
7096	Esprit du saule pleureur
7101	Canon
7102	Canon
7103	Baliste pluie de flèches
7104	Baliste pluie de flèches
7105	Tour
7106	Âtre
7107	Âtre
7108	Âtre
7109	Âtre
7110	Âtre
7111	Âtre
7112	Âtre
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Guerrier-singe Deka
7119	Guerrier-singe Oba
7120	Roi Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Indrik
8001	Metin de Tristesse
8002	Metin de Combat
8003	Metin de Bataille
8004	Metin de Cupidité
8005	Metin Noire
8006	Metin des Ténèbres
8007	Metin Jalousie
8008	Metin d'âme
8009	Metin de l'Ombre
8010	Metin de Force
8011	Metin du Diable
8012	Metin Déchue
8013	Metin de Mort
8014	Metin de Meurtre
8015	Metin de Force
8016	Metin du Diable
8017	Metin Déchue
8018	Metin de Mort
8019	Metin de Meurtre
8020	pierre de Shinsoo
8021	pierre de Jinno
8022	pierre de Chunjo
8023	Pierre Empiriale
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metin de montagne
8032	Metin de la revanche
8033	Metin de solitude
8034	Metin de morgue
8035	Metin de la Rédemption
8036	Metin de la Trahison
8037	Metin de l'Amertume
8038	Metin de la Vengeance
8039	Metin de la fierté
8040	Metin de la Jalousie
8041	Metin pascale
8042	Metin pascale
8043	Metin pascale
8044	Metin pascale
8045	Metin pascale
8046	Metin pascale
8047	Metin pascale
8048	Metin pascale
8049	Metin pascale
8050	Metin pascale
8051	Metin de l'Obscurité
8052	Metin de Braise
8053	Metin de la Vanité
8054	Metin de la Colère
8055	Metin du Malheur
8056	Metin de l'Infamie
8057	Metin du Purgatoire
8058	Metin du froid
8059	Metin des êtres sylv.
8060	Metin-citrouille
8061	Metin de la forêt
8101	Metin de Tristesse
8102	Metin de Combat
8103	Metin de Bataille
8104	Metin de Cupidité
8105	Metin Noire
8106	Metin des Ténèbres
8107	Metin Jalousie
8108	Metin d' Ame
8109	Metin d'Ombre
8110	Metin de Force
8111	Metin du Diable
8112	Metin Déchue
8113	Metin de Mort
8114	Metin de Meurtre
8115	Metin de la lune
8200	Pierre Metin en chocolat
8201	Pierre Metin en chocolat
8203	Metin d'illumination
8501	Chien errant
8502	Sanglier
8503	Ours
8504	Tigre blanc
8505	Orc noir Géant
8506	Chef gren. arboricole
8507	Hors-la-loi du désert
8508	Tourmenteur ésotérique
8509	Invocateur ésotérique
8510	Guerrier des flammes
8511	Golem de glace
8600	¿õ±Í´ëÁ·Àå
8601	¿õ±Í´ëÁ·Àå
8602	¹Ð±³´ëÁÖ±³
8603	¹Ð±³´ëÁÖ±³
8604	¸í»ç±Í¿Õ
8605	¸í»ç±Í¿Õ
8606	»ç½Å
8607	»ç½Å
8608	±¸¹ÌÈ£
8609	±¸¹ÌÈ£
8610	´©··Åõ¹ü±Í
8611	´©··Åõ¹ü±Í
8612	¿©¿Õ°Å¹Ì
8613	¿©¿Õ°Å¹Ì
8614	°Å´ë»ç¸·°ÅºÏ
8615	°Å´ë»ç¸·°ÅºÏ
8616	Billy Loomis
8617	Jack Torrance
8618	Chucky
8619	Zep Hindle
8620	Jason
8621	Michael Myers
8622	Freddy Krüger
8623	Leatherface
9001	Magasin d'armes
9002	Magasin d'armures
9003	Marchande
9004	Animateur
9005	Magasinier
9006	Vieille dame
9007	Magasin d'armes
9008	Magasin d'armures
9009	Pêcheur
9010	Marchande
9011	Organisateur de mariage
9012	Téléporteur
10001	Zone_Jayan 4002 8995
10002	Zone_Yongan 4503 9050
10003	Zone_Bokjung 1118 2161
10004	Zone_Joan 876 2131
10005	Zone_Bakra 9064 2214
10006	Zone_Pyungmoo 9372 2188
10007	Zone_Yongan 4188 9560
10008	Zone_Jayan 3179 8332
10009	Zone_Joan 897 1127
10010	Zone_Bokjung 1759 2210
10011	Zone_Pyungmoo 9343 3143
10012	Zone_Bakra 8348 2926
10013	Temple_Hwang 5536 1441
10014	Seungryong 3326 7468
10015	Désert_Yongbi 3467 6329
10016	Kuahlo_Dong 600 4960
10017	Temple_Hwang 5906 1102
10018	Tour_de_Gumsan 2165 7270
10019	Zone_Jayan 3211 9009
10020	Jungrang 1356 43
10021	Zone_Bokjung 1168 2920
10022	Waryong 2219 93
10023	Zone_Bakra 9098 2948
10024	Imha 2718 130
10025	Mont_Sohan 4993 2984
10026	Lungsam 2887 57
10027	Lungsam 2866 437
10028	Bois_Rouge 11199 708
10029	Grande_Vallée 10590 7262
10030	Désert_Yongbi 3519 6223
10031	Grande_Vallée 10590 7262
10032	Terre_desOgres 8283 7635
10033	Grotte_de_Zin 10594 7525
10034	Grotte_Zin_2 10594 7525
10035	Deon-Zeon 917 5253
10036	2_Deon-Zeon 7041 4642
10037	ÀÚ¾çÇö 3809 8233
10038	½Å¼ö¼º 9752 1330
10039	º¹Á¤Çö 1917 2900
10040	Áø³ë¼º 9239 1836
10041	¹Ú¶óÇö 8316 2154
10042	ÃµÁ¶¼º 9772 1850
10043	¼­ÇÑ»ê 3819 2969
10044	½Å¼ö¼º 10189 1484
10045	¼­ÇÑ»ê 3819 2969
10046	½Å¼ö¼º 9774 1501
10047	½Â·æ°î 2699 6752
10048	Áø³ë¼º 9679 1994
10049	½Â·æ°î 2699 6752
10050	Áø³ë¼º 9256 2012
10051	¿µºñ»ç¸· 3478 6189
10052	ÃµÁ¶¼º 9780 1995
10053	¿µºñ»ç¸· 3478 6189
10054	ÃµÁ¶¼º 10190 2002
10055	µµ¿°È­Áö 6011 6874
10056	¼­ÇÑ»ê 4368 2158
10057	½Â·æ°î 3355 7558
10058	¹Ð±³»ç¿ø 5943 1337
10059	¼­ÇÑ»ê 0 10496
10060	¹Ð±³»ç¿ø 1536 10496
10061	Terre-de-feu 4608 10496
10062	½Â·æ°î 6144 10496
10063	±Í¸ñ¸² 3031 266
10064	Àû±Í¸ñ¸² 11133 534
10065	½Å±Í¸ñ¸² 7754 10553
10066	½ÅÀû±Í¸ñ¸² 9915 11195
10067	Donjon_Singes 7752 4477
10068	Zone_Jayan 4062 8756
10069	Donjon_Singes 8520 4477
10070	Zone_Bokjung 1611 2130
10071	Donjon_Singes 9288 4477
10072	Zone_Bakra 8727 2100
10073	Désert_Yongbi 3061 6202
10074	Donjon_Singes 1352 6532
10075	Désert_Yongbi 2879 5407
10076	Donjon_Singes 1352 7300
10077	Grotte_de_l'exil 9 12078
10078	½Â·æ°î 2842 8106
10079	Grotte1 1459 13236
10080	Grotte2 2413 12755
10081	ÃµÀÇµ¿±¼1Ãþ 99 13618
10082	¿µ¾ÈÀ¾¼º 5028 9998
10083	ÃµÀÇµ¿±¼1Ãþ 1360 14972
10084	ÃµÀÇµ¿±¼2Ãþ 2414 14289
10085	ÃµÀÇµ¿±¼1Ãþ 99 15154
10086	Á¶¾ÈÀ¾¼º 616 1148
10087	ÃµÀÇµ¿±¼1Ãþ 1360 16508
10088	ÃµÀÇµ¿±¼2Ãþ 2414 15825
10089	ÃµÀÇµ¿±¼1Ãþ 99 16690
10090	Æò¹«À¾¼º 9609 3188
10091	ÃµÀÇµ¿±¼1Ãþ 1360 18044
10092	ÃµÀÇµ¿±¼2Ãþ 2414 17361
10093	Porte_Dragon 1731 12205
10094	Porte_Dragon 1733 13743
10095	Porte_Dragon 1728 15277
10096	Porte_Dragon 1724 16824
10097	SD2 7040 5235
10098	SD3 984 5711
10099	Cap 11043 17885
10100	Cap 10963 16744
10101	Nephrite 10869 16558
10102	Cap 11664 16779
10103	Tonnerre 11345 16546
10104	Tonnerre 11921 16550
10105	Gautama 12263 16811
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 581
10802	. 69 664
10803	. 132 660
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	. 233 780
10815	. 318 780
10816	. 273 833
10817	. 356 717
10818	. 412 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
11000	Gardien du Village
11001	Maître d'Armes
11002	Gardien du Village
11003	Maître d'Armes
11004	Gardien du Village
11005	Maître d'Armes
11100	Gardien du village
11101	Maître d'armes
11102	Gardien du village
11103	Maître d'armes
11104	Gardien du village
11105	Maître d'armes
11106	Gardien du village
11107	Maître d'armes
11108	Gardien du village
11109	Maître d'armes
11110	Gardien du village
11111	Maître d'armes
11112	Gardien du village
11113	Maître d'armes
11114	Gardien du village
11115	Maître d'armes
11116	Gardien du village
11117	Maître d'armes
11505	Grenouille dorée
11506	Flambeau
11507	Flambeau
11508	Flambeau
11509	Flambeau
11510	Flambeau
12000	Feu de Camp
13000	Porte de bois
13001	Porte de pierre
14000	Atelier
14001	Atelier
14002	Atelier
14003	Atelier
14004	Atelier
14005	Atelier
14006	Atelier
14007	Atelier
14008	Atelier
14009	Atelier
14010	Altar
14011	Altar
14012	Altar
14013	Altar
14014	Altar
14015	Altar
14016	Altar
14017	Altar
14018	Altar
14019	Altar
14020	Quartier général
14021	Quartier général
14022	Quartier général
14023	Quartier général
14024	Quartier général
14025	Quartier général
14026	Quartier général
14027	Quartier général
14028	Quartier général
14029	Quartier général
