VNUM	LOCALE_NAME
398	Δειλοί Jin-Hee
401	Μαχητής Μαύρης Πτέρυγας
402	Μανιακός Μαύρης Πτέρυγας
403	Τοξότης Μαύρης Πτέρυγας
404	Jak-To Μαύρης Πτέρυγας
405	To-Su Μαύρης Πτέρυγας
406	Go-Ryung Μαύρης Πτέρυγας
431	Μαχητής Μαύρης Θύελλας
432	Μανιακός Μαύρης Θύελλας
433	Τοξότης Μαύρης Θύελλας
434	Joh-Hwan Μαύρης Θύελλας
435	Kyuk-Jan Μ. Θύελλας
436	Pho-Hwan Μαύρης Θύελλας
451	Σατανικός Στρατιώτης
452	Σατανικός Μανιακός
453	Σατανικός Τοξότης
454	Σατανικός Joh-Hwan
455	Σατανικός Kyuk-Jan
456	Σατανικός Pho-Hwan
491	Mahon
492	Bo
493	Goo-Pae
494	Chuong
501	Βάρβαρος Πεζικάριος
502	Βάρβαρος Ακόλουθος
503	Βάρβαρος Τοξότης
504	Βάρβαρος Στρατηγός
531	Κτηνώδης Στρατιώτης
532	Κτηνώδης Μανιακός
533	Κτηνώδης Τοξότης
534	Κτηνώδης Ειδικός
551	Κακός Βάρβ. Πεζικάριος
552	Κακός Βάρβαρος Ακόλουθος
553	Κακός Βάρβαρος Τοξότης
554	Κακός Βάρβαρος Στρατηγός
591	Κτηνώδης Λοχαγός
595	Κτηνώδης Geun-Chul
601	Ορκ
602	Ανιχνευτής Ορκ
603	Μαχητής Ορκ
604	Μάγος Ορκ
631	Ανώτερος Ορκ
632	Ανώτερος Ορκ Ανιχνευτής
633	Ανώτερος Ορκ Μαχητής
634	Ανώτερος Ορκ Μάγος
635	Ανώτερος Ορκ Στρατηγός
636	Μαύρος Ορκ
637	Μαύρος Ορκ Γίγαντας
651	Μεγάλος Ορκ
652	Μεγάλος Ορκ Ανιχνευτής
653	Μεγάλος Ορκ Μαχητής
654	Μεγάλος Ορκ Μάγος
655	Μεγάλος Ορκ Στρατηγός
656	Μεγάλος Μαύρος Ορκ
657	Μεγ. Μαύρος Γίγαντας Ορκ
691	Αρχηγός Ορκ
692	Ανώτερος Αρχηγός Ορκ
693	Αναστημένος Αρχηγός Ορκ
701	Σκοτεινός Φανατικός
702	Σκοτεινός Arahan
703	Εσώτερος Μαχητής Arahan
704	Εσώτερος Αρχηγός Arahan
705	Εσώτερος Εκτελεστής
706	Σκοτεινός Βασανιστής
707	Σκοτεινός Επικλητής
731	Απόκρυφος φανατικός
732	Απόκρυφος Arahan
733	Απόκρυφος Μαχητής
734	Απόκρυφος Ταγματάρχης
735	Απόκρυφος Σκοπευτής
736	Ανω Εσώτερος Βασανιστής
737	Ανω Εσώτερος Επικλητής
751	Υψηλός Φανατικός
752	Υψηλός Arahan
753	Υψηλός Μαχητής Arahan
754	Υψηλός Ανώτερος Arahan
755	Υψηλός Δήμιος
756	Υψηλός Βασανιστής
757	Υψηλός Επικλητής
771	Κτηνώδης Φανατικός
772	Κτηνώδης Arahan
773	Κτηνώδης Μαχητής Arahan
774	Κτηνώδης Αρχηγός Arahan
775	Κτηνώδης Δήμιος
776	Κτηνώδης Βασανιστής
777	Κτηνώδης Επικλητής
791	Σκοτεινός Ηγέτης
792	Ηγέτης Μαύρο Φάντασμα
793	Ανώτερος Μαύρος Ηγέτης
794	Ανω Μ.Ηγέτης Φάντασμα
795	Ανώτερος Μαχητής
796	Ανώτερος Εσώτ. Μαχητής
901	Φάντασμα
902	Μολυσμένο Σκυλί
903	Λεπρός Άνθρωπος
904	Λεπρός Ξιφομάχος
905	Λεπρός Ακοντιστής
906	Λεπρός Τοξότης
907	Λεπρός Αρχηγός
931	Αγριο Φάντασμα
932	Αγριο Μολυσμένο Σκυλί
933	Αγριος Λεπρός Ανθρωπος
934	Αγριος Λεπρός Ξιφομάχος
935	Αγριος Λεπρός Ακοντιστής
936	Αγριος Λεπρός Τοξότης
937	Αγριος Λεπρός Αρχηγός
991	Μολυσμένο Αυγό
992	Λεπρός Φορέας
993	Γιγάντιος Λεπρός Φορέας
1001	Δαιμονικός Στρατιώτης
1002	Δαιμονικός Τοξότης
1003	Δαιμονικός Ακοντιστής
1004	Δαιμονικός Σαμάνος
1031	Παρανοϊκός Στρατιώτης
1032	Παρανοϊκός Τοξότης
1033	Παρανοϊκός Ακοντιστής
1034	Παρανοϊκός Σαμάνος
1035	Φάντασμα της Έχθρας
1036	Φάντασμα του Χάους
1037	Παρανοϊκός Αρχηγός
1038	Κρανίο Ξιφομάχος
1039	Ιπτάμενο Κρανίο
1040	Αθάνατο Φάντασμα
1041	Δαιμονικό Κτήνος
1061	Αμείλικτος Στρατιώτης
1062	Αμείλικτος Τοξότης
1063	Αμείλικτος Ακοντιστής
1064	Αμείλικτος Σαμάνος
1065	Βίαιο Φάντασμα Έχθρας
1066	Βίαιο Φάντασμα του Χάους
1067	Αμείλικτος Αρχηγός
1068	Φάντασμα Ξιφομάχος
1069	Βίαιο Ιπτάμενο Κρανίο
1070	Αθάνατο Φάντασμα
1071	Δαιμονικό Κτήνος
1091	Βασιλιάς Δαίμονας
1092	Περήφ. Δαίμονας Βασιλιάς
1093	Χάρος
1094	Υψηλός Δαίμονας Βασιλιάς
1095	Μπλε Θάνατος
1096	Αψ»η±ΝΏΥ
1101	Μαγεμένος Πάγος
1102	Φάλαινα των Πάγων
1103	Έντομο των Πάγων
1104	Λέοντας των Πάγων
1105	Παγερός άνθρωπος Πάγων
1106	Γιέτι
1107	Γκόλεμ των Πάγων
1131	Θραύσμα Πάγου Κόλασης
1132	Φάλαινα Πάγων Κόλασης
1133	Έντομο Πάγων της Κόλασης
1134	Λέοντας Πάγων Κόλασης
1135	Παγερός Άνθρωπος Κόλασης
1136	Γιέτι της Κόλασης
1137	Γκόλεμ Πάγων Κόλασης
1151	Δαίμονας των Πάγων
1152	Φάλαινα Δολοφόνος
1153	Έντομο των Πάγων
1154	Seol Gu
1155	Παγερός Άνθρωπος
1156	Γίγαντας των Πάγων
1157	Γκόλεμ των Πάγων
1171	Μαγεμένος Πάγος
1172	Άγρια Φάλαινα των Πάγων
1173	Αγριο Έντομο των Πάγων
1174	Αγριος Λέοντας των Πάγων
1175	Κακός Παγερός Άνθρωπος
1176	Αγριο Γιέτι
1177	Αγριο Γκόλεμ των Πάγων
1191	Μάγισσα των Πάγων
1192	Ισχυρή Μάγισσα των Πάγων
1301	Βάτραχος Στρατιώτης
1302	Βάτραχος Αρχηγός
1303	Εφιάλτης
1304	Φάντασμα Κίτρινης Τίγρης
1305	Στρατηγός Βάτραχος
1306	Natulcien
1307	Natulcien
1308	Natulcien
1309	Natulcien
1310	Natulcien
1331	Βάτραχος Στρατιώτης
1332	Μέγας Βάτραχος Αρχηγός
1333	Μεγάλος Εφιάλτης
1334	Evil Natulcien
1335	Διαβολικός Βάτραχος
1401	Γιγάντιος Στρατιώτης
1402	Γιγάντιος Ανιχνευτής
1403	Γίγαντας Χίλιοι Μαχητές
1501	Εκτοξευτής Πέτρας
1502	Πέτρινο Γκόλεμ
1503	Γιγάντιος Σφενδονιστής
1601	Γιγάντιος Εργάτης
1602	Γιγάντιος Επιθεωρητής
1603	Εκατό Γιγα-Πολεμιστές
1901	Εννιά Ουρές
1902	Εννιά Ουρές Ελίτ
1903	Εννιά Ουρές Ελίτ
1904	Εννιά Ουρές Ελίτ
1905	Εννιά Ουρές Ελίτ
1906	Εννιά Ουρές Ελίτ
2001	Μικρή Αράχνη
2002	Δηλητηριώδης Αράχνη
2003	Κόκκινη Αράχνη
2004	Αγρια Αράχνη
2005	Αράχνη Μαχητής
2031	Μωρό Δηλητηριώδ. Αράχνη
2032	Θανάσιμη Αράχνη
2033	Κ. Δηλητηριώδη Αράχνη
2034	Αγρια Δηλητηριώδ. Αράχνη
2035	Δηλητ. Αράχνη Μαχητής
2036	Περήφανη Αράχνη Μαχητής
2051	Μανιώδης Μικρή Αράχνη
2052	Μανιώδης Θανάσιμη Αράχνη
2053	Μανιώδης Κόκκινη Αράχνη
2054	Μανιώδης Αγρια Αράχνη
2055	Μανιώδης Αράχνη Μαχητής
2061	Μικρή Δηλητηριώδ. Αράχνη
2062	Θανάσιμη Αράχνη
2063	Κόκκινη Θανάσιμη Αράχνη
2064	Αγρια Δηλητηριώδ. Αράχνη
2065	Δηλητ. Αράχνη Μαχητής
2071	Κτηνώδης Μικρή Αράχνη
2072	Κτηνώδης Θανάσιμη Αράχνη
2073	Κτηνώδης Κόκκινη Αράχνη
2074	Κτηνώδης Αγρια Αράχνη
2075	Κτηνώδης Αράχνη Μαχητής
2076	Κτηνώδης Αράχνη Αρχηγός
2091	Βασίλισσα Αράχνη
2092	Βαρώνη Αράχνη
2093	Μαύρη Βασίλισσα Αράχνη
2094	Βαρώνος Αράχνη
2095	Αυγό Αράχνης
2101	Αλεπού της Ερήμου
2102	Ιπτάμενο Μάτι της Ερήμου
2103	Βασιλιάς Σκορπιός
2104	Νέος Άνδρας Σκορπιός
2105	Τοξότης Σκορπιός
2106	Φίδι Ξιφομάχος
2107	Φίδι Τοξότης
2108	Παράνομος της Ερήμου
2131	Άγριος Ανθρωπος Σκορπιός
2132	Τοξότης Σκορπιός
2133	Φίδι Ξιφομάχος
2134	Φίδι Τοξότης
2135	Παράνομος της Ερήμου
2151	Δυνατή Αλεπού της Ερήμου
2152	Δυνατός Δερβίσης
2153	Δυν. Βασιλιάς Σκορπιός
2154	Δυνατός Ανδρας Σκορπιός
2155	Δυνατός Τοξότης Σκορπιός
2156	Δυνατό Φίδι Ξιφομάχος
2157	Δυνατό Φίδι Τοξότης
2158	Δυνατός Παράνομος Ερήμ.
2191	Γιγάντια Χελώνα
2192	Μαύρη Γιγάντια Χελώνα
2201	Τίγρη Μαχητής-Σκλάβος
2202	Φάντασμα της Φλόγας
2203	Τίγρη Μαχητής
2204	Φλόγα
2205	Πολεμιστής της Φλόγας
2206	Βασιλιάς Φλόγας
2207	Σκοτ. Βασιλιάς Φλόγας
2231	Δυν. Τίγρη Μαχ.-Σκλάβος
2232	Δυνατό Φάντασμα Φλόγας
2233	Δυνατή Τίγρη Μαχητής
2234	Δυνατό Φάντασμα Φλόγας
2235	Δυνατός Μαχητής Φλόγας
2291	Κόκκινος Δράκος
2301	Δέντρο Φάντασμα
2302	Κορμός Φάντασμα
2303	Δρυάδα
2304	Ιτιά Φάντασμα
2305	Διαβολικό Δέντρο
2306	Γιγάντιο Δέντρο Φάντασμα
2307	Κύριος Δέντρου Φάντασμα
2311	Κόκκινο Δέντρο Φάντασμα
2312	Κόκκινος Κορμός Φάντασμα
2313	Κόκκινη Δρυάδα
2314	Κόκκινη Ιτιά Φάντασμα
2315	Κόκκινο Διαβολικό Δέντρο
2401	Πολεμιστής Setaou
2402	Κυνηγός Setaou
2403	Μάντισσα Setaou
2404	Αρχηγός Setaou
2411	Στρατιώτης Setaou
2412	Τοξότης Setaou
2413	Ιέρεια Setaou
2414	Διοικητής Setaou
2415	Διοικητής Setaou
2431	Πολεμιστής Setaou
2432	Κυνηγός Setaou
2433	Μάντισσα Setaou
2434	Αρχηγός Setaou
2451	Στρατιώτης Setaou
2452	Τοξότης Setaou
2453	Ιέρεια Setaou
2454	Διοικητής Setaou
2491	Λοχαγός Yonghan
2492	Στρατηγός Yonghan
2493	Beran-Setaou
2494	Λοχαγός Huashin
2495	Στρατηγός Huashin
2501	Μέδουσα της Κόλασης
2502	Σκυλί της Κόλασης
2503	Ζόμπι
2504	Αξιωματικός της Κόλασης
2505	Φύλακας της Κόλασης
2506	Δικέφ. σκοπευτής Κόλασης
2507	Άρπαγας της Κόλασης
2508	Πολεμιστής της Κόλασης
2509	Σκοπευτής της Κόλασης
2510	Ακοντιστής Κόλασης
2511	Ιερέας της Κόλασης
2512	Ταγματάρχης της Κόλασης
2513	Σφαγέας της Κόλασης
2514	Στρατηγός της Κόλασης
2541	Κακός Πολεμιστής Κόλασης
2542	Κακός Σκοπ. της Κόλασης
2543	Κακός Ακοντιστής Κόλασης
2544	Κακός Ιερέας της Κόλασης
2545	Κακός Ταγματ/χης Κόλασης
2546	Κακός Σφαγέας Κόλασης
2547	Κακός Στρατηγός Κόλασης
2591	Τάρταρος
2592	Τέρας της Κόλασης
2593	Τέρας της Κόλασης
2594	Τέρας της Κόλασης
2595	Έρεβος
2596	Νεοσσός του Αζραήλ
2597	Χάρων
2598	Αζραήλ
3001	Πολεμιστής Γκνολλ
3002	Τοξότης Γκνολλ
3003	Υπερασπιστής Γκνολλ
3004	Μάγος Γκνολλ
3005	Στρατηγός Γκνολλ
3090	Λόρδος Γκνολλ
3091	Ανώτατος φρουρός Γκνολλ
3101	Μονόφθαλμος μπράβος
3102	Στρατιώτης Κύκλωπας
3103	Μάγος Κύκλωπας
3104	Δήμιος Κύκλωπας
3105	Στρατηγός Κανένας
3190	Άργης
3191	Πολύφημος
3201	Πολεμιστής Μαντικόρ
3202	Στρατιώτης Μαντικόρ
3203	Μάγος Μαντικόρ
3204	Δήμιος Μαντικόρ
3205	Στρατηγός Κορ
3290	Ρακσάσα
3291	Μαρτιαξβάρ
3301	Πολεμιστής Λεμουρίων
3302	Στρατιώτης Λεμουρίων
3303	Μάγος Λεμουρίων
3304	Δήμιος Λεμουρίων
3305	Στρατηγός Λεμουρίων
3390	Κόμης Λεμουρίων
3391	Σωματοφύλακας Λεμουρίων
3401	Τριτονική Σμέρνα
3402	Στρατιώτης Καρχαρίας
3403	Τριτονικός μάγος
3404	Τριτονικός κυνηγός
3405	Τριτονικός σφάχτης
3490	Στρατηγός Κάππα
3491	Τρίτων
3501	Αμαζόνα Κοκκινοκλεφτών
3502	Δολοφόνος Κοκκινοκλεφτών
3503	Μάγος Κοκκινοκλεφτών
3504	Δήμιος Κοκκινοκλεφτών
3505	Μαύρος Στρατηγός
3551	Βίαια Αμαζόνα Κοκκινοκλ.
3552	Βίαια Δολοφ. Κοκκινοκλ.
3553	Βίαιος Μάγος Κοκκινοκλ.
3554	Βίαιος Δήμιος Κοκκινοκλ.
3555	Λευκός Στρατηγός
3590	Κοκαλόφατσα
3591	Κόκκινος Αρχηγός
3595	Βίαια Κοκαλόφατσα
3596	Βίαιος Κόκκινος Αρχηγός
3601	Πολεμιστής Καβούρι
3602	Σκοπευτής Σκορπιός
3603	Στρατιώτης Γαρίδα
3604	Διαβολικός ερημίτης
3605	Θωρακισμένο καβούρι
3690	Στρατηγός Αστακός
3691	Βασιλιάς Κάβουρας
3701	Γιγάντιος δαγκωτής
3702	Γιγάντιος σφάχτης
3703	Γιγάντιος μάγος
3704	Δίγαντας
3705	Καπετάνιος Χουκ
3790	Γκάργκοϊλ
3791	Βασιλιάς Γουόμπα
3801	Δήμιος Ογκ
3802	Τόξι Όγκερ
3803	Όγκερ πολέμου
3804	Μάγος Όγκερ
3805	Στρατηγός Ογκ
3890	Καπετάνιος Σρακ
3891	Ο Μέγας Όγκερ
3901	Ιτιά-δολοφόνος
3902	Γίγας
3903	Σκουμάν
3904	Καπετάνιος Χουκ
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	Στρατηγός Άλμπους
3910	Σκελετός
3911	Aku-Boku
3912	Αρμπορέτουμ
3913	Σίκομορ
5001	Πειρατής Tanaka
5002	Hae-Tae
5003	Μαϊμού
5004	Πειρατής Tanaka
5101	Υπό Πίθηκος Στρατιώτης
5102	Υπό Πίθηκος Σφενδονιστής
5103	Υπό Πίθηκος Μαχητής
5104	Υπό Πίθηκος Στρατηγός
5111	Πίθηκος Στρατιώτης
5112	Πίθηκος Σφενδονιστής
5113	Πίθηκος Μαχητής
5114	Πίθηκος Στρατηγός
5115	Πέτρινος Πίθηκος
5116	Πίθηκος Αρχηγός
5121	Ανω Πίθηκος Στρατιώτης
5122	Ανω Πίθηκος Σφενδονιστής
5123	Ανω Πίθηκος Μαχητής
5124	Ανω Πίθηκος Στρατηγός
5125	Ανω Πέτρινος Πίθηκος
5126	Ανω Χρυσός Πίθηκος
5127	Ανω Πίθηκος Αρχηγός
5131	Μικρός ΠίθηκοΣτρατιώτης
5132	Μικρός Πίθηκος Σφενδόνης
5133	Μικρός Πίθηκος Μαχητής
5134	Μικρός Πίθηκος Στρατηγός
5141	Έξυπ. Πίθηκος-Στρατιώτης
5142	Έξυπνος Πίθηκος Σφενδόνη
5143	Έξυπνος Πίθηκος Μαχητής
5144	Έξυπνος ΠιθηκοΣτρατηγός
5145	Έξυπνος Πέτρινος Πίθηκος
5146	Έξυπνος Πίθηκος Αρχηγός
5151	Κακός Πίθηκος Στρατιώτης
5152	Κακός Πίθηκος Σφενδόνης
5153	Κακός Πίθηκος Μαχητής
5154	Κακός Πίθηκος Στρατηγός
5155	Κακός Πέτρινος Πίθηκος
5156	Κακός Χρυσός Πίθηκος
5157	Κακός Πίθηκος Αρχηγός
5161	Πίθηκος των Βράχων
5162	Όρθιος Πίθηκος
5163	Κύριος των Πιθήκων
5201	Aγριόσκυλο
5202	Αγριόχοιρος
5203	Κόκκινος Αγριόχοιρος
5204	Αρκούδα
5205	Καφέ Αρκούδα
5206	Μαύρη αρκούδα
5207	Πεινασμένη Καφέ Αρκούδα
5208	Τίγρης
5209	Λευκή Τίγρη
6001	Φάντασμα της πυρ. Φλόγας
6002	Τίγρη πυρακτωμ. φλόγας
6003	Πυρακτωμένη φλόγα
6004	Πυρακτωμ. Πολεμ. Φλόγας
6005	Πυρακτωμ. Βασιλιάς Φλόγ.
6006	Γκόλεμ πυρακτωμ. φλόγας
6007	Πυρακτωμέν. Φλογογένης
6008	Στρατηγ. πυρακτ. φλόγας
6009	Πρίγκ. πυρακτ. φλόγας
6051	Ανάφτης
6091	Ραζαδόρ
6101	Κρύσταλλος Πάγου
6102	Έντομο Πάγου
6103	Παγάνθρωπος
6104	Γιέτι Πάγου
6105	Γκόλεμ Πάγου
6106	Τρολ Πάγου
6107	Παγογένης
6108	Παγοστράτηγος
6109	Άρχοντας του Πάγου
6110	Γιέτι μάγματος
6111	Γκόλεμ μάγματος
6112	Έντομο μάγματος
6113	Άνθρωπος Μάγματος
6114	Κρύσταλλος μάγματος
6115	Δράκοντας μάγματος
6116	Φύλακας δράκων Ιντάλ
6117	Τσιράκι του Ιντάλ
6118	Άγαλμα δράκου
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Βασίλισσα δράκων Μέλεϊ
6301	Πολεμιστής Οχάο
6302	Στρατιώτης Οχάο
6303	Μάγος Οχάο
6304	Δήμιος Οχάο
6305	Στρατηγός Οχάο
6306	Δυνατός Πολεμιστής Οχάο
6307	Δυνατός Στρατιώτης Οχάο
6308	Δυνατός Μάγος Οχάο
6309	Δυνατός Δήμιος Οχάο
6310	Δυνατός Στρατηγός Οχάο
6391	Κόμης Οχάο
6392	Σωματοφύλακας Οχάο
6393	Δυνατός Κόμης Οχάο
6394	Δυν. Σωματοφύλακας Οχάο
6401	Μαχητής Εν Τάι
6402	Πολεμιστής Εν Τάι
6403	Δρυίδης Εν Τάι
6404	Θεραπευτής Εν Τάι
6405	Φρουρός Εν Τάι
6406	Καταστροφέας Εν Τάι
6407	Κυρίαρχος Εν Τάι
6408	Bagjanamu
6409	Θεραπευτής Οχάο
6410	Δυν. Μαχητής Εν Τάι
6411	Δυν. Πολεμιστής Εν Τάι
6412	Δυν. Δρυίδης Εν Τάι
6413	Δυν. Θεραπευτής Εν Τάι
6414	Δυν. Καταστροφέας Εν Τάι
6415	Event Beran-Setaou
6416	Event Nemere
6417	Event Ραζαδόρ
6418	Event Jotun Thrym
6419	Event Κόκκινος Δράκος
6420	Πολεμιστής σκιάς
7001	Πίθηκος Στρατιώτης
7002	Πίθηκος Καβαλλάρης
7003	Gimu Πίθηκος Στρατιώτης
7004	Πίθηκός Διοικητής
7005	Πέτρινος Πίθηκος
7006	Χρυσός Πίθηκος
7007	Πίθηκος Στρατηγός
7008	Tu-Gui Εργάτης
7009	Tu-Gui Στρατιώτης
7010	Tu-Gui Λευκός Διοικητής
7012	Bi-Ma-Gui-An
7013	Βασιλιάς Σκορπιός
7014	Έξυπνος Άνδρας Σκορπιός
7015	Τοξότης Σκορπιός
7016	Φίδι Ξιφομάχος
7017	Φίδι Τοξότης
7018	Παράνομος της Ερήμου
7019	Στρατιώτης Tu-Ji
7020	Hwa-ryung
7021	Tu-Ji Bum
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Μαύρος Juk-Guimok
7029	Δαίμονας των Πάγων
7030	Φάλαινα Δολοφόνος
7031	Έντομο των Πάγων
7032	Seol Gu
7033	Παγερός Άνθρωπος
7034	Γίγαντας των Πάγων
7035	Γκόλεμ των Πάγων
7036	Δαίμονας των Πάγων
7037	Φάλαινα Δολοφόνος
7038	Έντομο των Πάγων
7039	Seol Gu
7040	Παγερός Άνθρωπος
7041	Γίγαντας των Πάγων
7042	Γκόλεμ των Πάγων
7043	Δαίμονας των Πάγων
7044	Φάλαινα Δολοφόνος
7045	Έντομο των Πάγων
7046	Seol Gu
7047	Παγερός Άνθρωπος
7048	Γίγαντας των Πάγων
7049	Γκόλεμ των Πάγων
7050	Ιπτάμενο Μάτι της Ερήμου
7051	Βασιλιάς Σκορπιός
7052	Νέος Άνδρας Σκορπιός
7053	Τοξότης Σκορπιός
7054	Φίδι Ξιφομάχος
7055	Φίδι Τοξότης
7056	Παράνομος της Ερήμου
7057	Ιπτάμενο Μάτι της Ερήμου
7058	Βασιλιάς Σκορπιός
7059	Νέος Άνδρας Σκορπιός
7060	Τοξότης Σκορπιός
7061	Φίδι Ξιφομάχος
7062	Φίδι Τοξότης
7063	Παράνομος της Ερήμου
7064	Ιπτάμενο Μάτι της Ερήμου
7065	Βασιλιάς Σκορπιός
7066	Νέος Άνδρας Σκορπιός
7067	Τοξότης Σκορπιός
7068	Φίδι Ξιφομάχος
7069	Φίδι Τοξότης
7070	Παράνομος της Ερήμου
7071	Τίγρη Μαχητής-Σκλάβος
7072	Φάντασμα της Φλόγας
7073	Τίγρη Μαχητής
7074	Φλόγα
7075	Πολεμιστής της Φλόγας
7076	Τίγρη Μαχητής-Σκλάβος
7077	Φάντασμα της Φλόγας
7078	Τίγρη Μαχητής
7079	Φλόγα
7080	Πολεμιστής της Φλόγας
7081	Τίγρη Μαχητής-Σκλάβος
7082	Φάντασμα της Φλόγας
7083	Τίγρη Μαχητής
7084	Φλόγα
7085	Πολεμιστής της Φλόγας
7086	Κορμός Φάντασμα
7087	Δρυάδα
7088	Ιτιά Φάντασμα
7089	Διαβολικό Δέντρο
7090	Κορμός Φάντασμα
7091	Δρυάδα
7092	Ιτιά Φάντασμα
7093	Διαβολικό Δέντρο
7094	Κορμός Φάντασμα
7095	Δρυάδα
7096	Ιτιά Φάντασμα
7101	Κανόνι
7102	Κανόνι
7103	Βαλλίστρα βροχής βελών
7104	Βαλλίστρα βροχής βελών
7105	Πύργος
7106	Εστία
7107	Εστία
7108	Εστία
7109	Εστία
7110	Εστία
7111	Εστία
7112	Εστία
7113	Χίτα
7114	Κράτων
7115	Τσάρλι
7116	Νίνι
7117	Ζούλου
7118	Μαϊμού-πολεμιστής Ντέκα
7119	Μαϊμού-πολεμιστής Όμπα
7120	Βασιλιάς Κεούνγκ
7121	Κύρος
7122	Μαντσού
7123	Σγκοκ
7124	Ίντρικ
8001	Metin Της Θλίψης
8002	Metin Της Πάλης
8003	Metin Της Μάχης
8004	Metin Της Απληστίας
8005	Metin Του Μαύρου
8006	Metin Του Σκοταδιού
8007	Metin Της Ζήλειας
8008	Metin Της Ψυχής
8009	Metin Της Σκιάς
8010	Metin Της Σκληρότητας
8011	Metin Του Διαβόλου
8012	Metin Της Πτώσης
8013	Metin Του Θανάτου
8014	Metin Του Φόνου
8015	Metin Της Σκληρότητας
8016	Metin Του Διαβόλου
8017	Metin Της Πτώσης
8018	Metin Του Θανάτου
8019	Metin Του Φόνου
8020	Πέτρα του Shinsoo
8021	Πέτρα του Jinno
8022	Πέτρα του Chunjo
8023	Πέτρα του Αυτοκράτορα
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metin του βουνού
8032	Metin της εκδίκησης
8033	Metin της μοναξιάς
8034	Metin της αλαζονείας
8035	Metin της Λύτρωσης
8036	Metin της προδοσίας
8037	Metin της πίκρας
8038	Metin της εκδίκησης
8039	Metin Της Περηφάνιας
8040	Metin της ζηλοτυπίας
8041	Πασχαλινός Metin
8042	Πασχαλινός Metin
8043	Πασχαλινός Metin
8044	Πασχαλινός Metin
8045	Πασχαλινός Metin
8046	Πασχαλινός Metin
8047	Πασχαλινός Metin
8048	Πασχαλινός Metin
8049	Πασχαλινός Metin
8050	Πασχαλινός Metin
8051	Metin Σκότους
8052	Metin Πυράκτωσης
8053	Metin Φιλαρέσκειας
8054	Metin Οργής
8055	Metin Κακού
8056	Metin Κακοβουλίας
8057	Metin Πυρός της Κόλασης
8058	Metin Ψύχους
8059	Metin των Δεντροειδών
8060	Metin Κολοκύθα
8061	Metin του Δάσους
8101	Metin Της Θλίψης
8102	Metin Της Πάλης
8103	Metin Της Μάχης
8104	Metin Της Απληστίας
8105	Metin Του Μαύρου
8106	Metin Του Σκοταδιού
8107	Metin Της Ζήλειας
8108	Metin Της Ψυχής
8109	Metin Της Σκιάς
